,valid,result,solution,order,random_result
56,True,55,"{1: [5, 9, 16, 32, 42, 49], 2: [0, 8, 14, 28, 38, 48], 3: [0, 6, 10, 19, 40, 42], 4: [8, 14, 22, 27, 30, 45], 5: [13, 22, 25, 38, 48, 52], 6: [13, 16, 19, 28, 38, 42]}","[(2, 0), (3, 0), (1, 0), (3, 1), (2, 1), (4, 0), (1, 1), (3, 2), (5, 0), (6, 0), (2, 2), (4, 1), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (2, 3), (6, 3), (4, 4), (1, 3), (2, 4), (5, 3), (6, 4), (3, 4), (1, 4), (3, 5), (6, 5), (4, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",86
57,True,55,"{1: [7, 8, 25, 31, 38, 49], 2: [0, 8, 14, 28, 38, 48], 3: [1, 6, 10, 19, 38, 42], 4: [8, 13, 22, 27, 30, 45], 5: [13, 22, 25, 41, 49, 52], 6: [13, 16, 19, 28, 38, 42]}","[(2, 0), (3, 0), (3, 1), (1, 0), (1, 1), (2, 1), (4, 0), (3, 2), (4, 1), (5, 0), (6, 0), (2, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (1, 2), (5, 2), (4, 3), (2, 3), (6, 3), (4, 4), (1, 3), (1, 4), (2, 4), (3, 4), (6, 4), (5, 3), (3, 5), (6, 5), (4, 5), (2, 5), (1, 5), (5, 4), (5, 5)]",73
58,True,55,"{1: [0, 3, 16, 31, 38, 42], 2: [0, 8, 13, 28, 38, 48], 3: [1, 6, 11, 19, 37, 48], 4: [8, 14, 22, 27, 30, 45], 5: [13, 22, 25, 41, 48, 52], 6: [13, 16, 19, 28, 38, 42]}","[(1, 0), (2, 0), (3, 0), (1, 1), (3, 1), (2, 1), (4, 0), (3, 2), (2, 2), (5, 0), (6, 0), (4, 1), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (2, 3), (6, 3), (4, 4), (1, 3), (3, 4), (1, 4), (2, 4), (6, 4), (5, 3), (1, 5), (6, 5), (4, 5), (2, 5), (3, 5), (5, 4), (5, 5)]",73
59,True,59,"{1: [1, 7, 11, 22, 39, 46], 2: [3, 11, 17, 29, 39, 49], 3: [3, 8, 16, 30, 41, 52], 4: [17, 25, 30, 35, 38, 46], 5: [16, 28, 32, 42, 49, 53], 6: [0, 3, 6, 15, 28, 35]}","[(6, 0), (1, 0), (2, 0), (3, 0), (6, 1), (6, 2), (1, 1), (3, 1), (1, 2), (2, 1), (6, 3), (3, 2), (5, 0), (2, 2), (4, 0), (1, 3), (4, 1), (5, 1), (6, 4), (2, 3), (3, 3), (4, 2), (5, 2), (4, 3), (6, 5), (4, 4), (1, 4), (2, 4), (3, 4), (5, 3), (1, 5), (4, 5), (2, 5), (5, 4), (3, 5), (5, 5)]",71
0,True,59,"{1: [0, 2, 19, 30, 44, 53], 2: [8, 16, 24, 34, 44, 54], 3: [1, 10, 15, 25, 38, 46], 4: [3, 9, 22, 27, 38, 47], 5: [7, 16, 19, 24, 34, 37], 6: [0, 3, 6, 15, 34, 38]}","[(1, 0), (6, 0), (3, 0), (1, 1), (4, 0), (6, 1), (6, 2), (5, 0), (2, 0), (4, 1), (3, 1), (3, 2), (6, 3), (2, 1), (5, 1), (1, 2), (5, 2), (4, 2), (2, 2), (5, 3), (3, 3), (4, 3), (1, 3), (2, 3), (5, 4), (6, 4), (5, 5), (3, 4), (4, 4), (6, 5), (1, 4), (2, 4), (3, 5), (4, 5), (1, 5), (2, 5)]",80
1,True,57,"{1: [7, 11, 16, 34, 43, 46], 2: [0, 8, 13, 27, 40, 50], 3: [0, 5, 9, 21, 30, 31], 4: [11, 16, 26, 31, 38, 46], 5: [13, 22, 25, 39, 51, 54], 6: [8, 13, 17, 30, 52, 56]}","[(2, 0), (3, 0), (3, 1), (1, 0), (2, 1), (6, 0), (3, 2), (1, 1), (4, 0), (2, 2), (5, 0), (6, 1), (1, 2), (4, 1), (6, 2), (3, 3), (5, 1), (5, 2), (4, 2), (2, 3), (3, 4), (6, 3), (3, 5), (4, 3), (1, 3), (4, 4), (5, 3), (2, 4), (1, 4), (1, 5), (4, 5), (2, 5), (5, 4), (6, 4), (5, 5), (6, 5)]",82
2,True,58,"{1: [1, 4, 17, 27, 37, 45], 2: [3, 11, 16, 27, 40, 50], 3: [3, 8, 17, 31, 45, 51], 4: [11, 16, 27, 34, 37, 45], 5: [16, 25, 28, 41, 51, 54], 6: [0, 3, 6, 21, 33, 37]}","[(6, 0), (1, 0), (2, 0), (3, 0), (6, 1), (1, 1), (6, 2), (3, 1), (2, 1), (4, 0), (2, 2), (4, 1), (5, 0), (1, 2), (3, 2), (6, 3), (5, 1), (1, 3), (2, 3), (4, 2), (5, 2), (3, 3), (6, 4), (4, 3), (1, 4), (4, 4), (6, 5), (2, 4), (5, 3), (1, 5), (3, 4), (4, 5), (2, 5), (3, 5), (5, 4), (5, 5)]",92
3,True,58,"{1: [5, 7, 19, 30, 38, 45], 2: [5, 13, 18, 28, 38, 48], 3: [0, 6, 10, 18, 43, 51], 4: [0, 13, 18, 24, 28, 45], 5: [23, 32, 36, 41, 49, 52], 6: [13, 16, 19, 28, 41, 45]}","[(3, 0), (4, 0), (1, 0), (2, 0), (3, 1), (1, 1), (3, 2), (2, 1), (4, 1), (6, 0), (6, 1), (2, 2), (3, 3), (4, 2), (1, 2), (6, 2), (5, 0), (4, 3), (2, 3), (4, 4), (6, 3), (1, 3), (5, 1), (5, 2), (1, 4), (2, 4), (5, 3), (6, 4), (3, 4), (1, 5), (4, 5), (6, 5), (2, 5), (5, 4), (3, 5), (5, 5)]",77
4,True,58,"{1: [9, 13, 19, 26, 38, 52], 2: [3, 11, 16, 26, 40, 50], 3: [3, 10, 16, 31, 41, 45], 4: [11, 16, 27, 33, 37, 45], 5: [16, 25, 28, 41, 51, 54], 6: [0, 3, 7, 21, 33, 37]}","[(6, 0), (2, 0), (3, 0), (6, 1), (6, 2), (1, 0), (3, 1), (2, 1), (4, 0), (1, 1), (2, 2), (3, 2), (4, 1), (5, 0), (1, 2), (6, 3), (5, 1), (1, 3), (2, 3), (4, 2), (5, 2), (3, 3), (4, 3), (6, 4), (4, 4), (6, 5), (1, 4), (2, 4), (3, 4), (5, 3), (3, 5), (4, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",79
5,True,57,"{1: [7, 9, 18, 33, 40, 51], 2: [0, 9, 16, 26, 40, 50], 3: [0, 5, 9, 21, 42, 44], 4: [11, 16, 24, 29, 32, 43], 5: [14, 24, 27, 36, 50, 54], 6: [8, 11, 17, 30, 40, 44]}","[(2, 0), (3, 0), (3, 1), (1, 0), (6, 0), (1, 1), (2, 1), (3, 2), (4, 0), (6, 1), (5, 0), (2, 2), (4, 1), (6, 2), (1, 2), (3, 3), (4, 2), (5, 1), (2, 3), (5, 2), (4, 3), (6, 3), (4, 4), (1, 3), (5, 3), (1, 4), (2, 4), (6, 4), (3, 4), (4, 5), (3, 5), (6, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",83
6,True,57,"{1: [0, 1, 16, 22, 29, 32], 2: [0, 8, 16, 32, 42, 52], 3: [1, 6, 11, 20, 47, 50], 4: [8, 13, 24, 31, 38, 46], 5: [14, 24, 27, 42, 53, 56], 6: [13, 17, 20, 32, 46, 50]}","[(1, 0), (2, 0), (1, 1), (3, 0), (3, 1), (2, 1), (4, 0), (3, 2), (4, 1), (6, 0), (5, 0), (1, 2), (2, 2), (6, 1), (3, 3), (6, 2), (1, 3), (4, 2), (5, 1), (5, 2), (1, 4), (4, 3), (1, 5), (2, 3), (6, 3), (4, 4), (2, 4), (5, 3), (4, 5), (6, 4), (3, 4), (3, 5), (6, 5), (2, 5), (5, 4), (5, 5)]",81
7,True,58,"{1: [8, 14, 18, 31, 38, 45], 2: [5, 13, 18, 28, 38, 48], 3: [0, 5, 10, 18, 37, 51], 4: [0, 9, 19, 24, 28, 45], 5: [24, 33, 36, 41, 48, 52], 6: [13, 16, 19, 28, 41, 45]}","[(3, 0), (4, 0), (2, 0), (3, 1), (1, 0), (4, 1), (3, 2), (2, 1), (6, 0), (1, 1), (6, 1), (1, 2), (2, 2), (3, 3), (4, 2), (6, 2), (4, 3), (5, 0), (2, 3), (4, 4), (6, 3), (1, 3), (5, 1), (5, 2), (3, 4), (1, 4), (2, 4), (5, 3), (6, 4), (1, 5), (4, 5), (6, 5), (2, 5), (5, 4), (3, 5), (5, 5)]",81
8,True,55,"{1: [6, 9, 26, 34, 42, 49], 2: [0, 8, 13, 28, 38, 48], 3: [0, 6, 11, 19, 34, 42], 4: [8, 13, 22, 27, 30, 45], 5: [13, 22, 25, 38, 48, 52], 6: [13, 16, 19, 28, 38, 42]}","[(2, 0), (3, 0), (1, 0), (3, 1), (2, 1), (4, 0), (1, 1), (3, 2), (2, 2), (4, 1), (5, 0), (6, 0), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (1, 2), (4, 3), (2, 3), (6, 3), (4, 4), (1, 3), (3, 4), (2, 4), (5, 3), (6, 4), (1, 4), (3, 5), (6, 5), (4, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",86
9,True,57,"{1: [0, 3, 20, 27, 38, 44], 2: [0, 10, 17, 28, 38, 48], 3: [1, 6, 10, 19, 49, 50], 4: [8, 13, 18, 23, 27, 45], 5: [23, 32, 35, 41, 48, 52], 6: [13, 16, 19, 28, 40, 44]}","[(1, 0), (2, 0), (3, 0), (1, 1), (3, 1), (4, 0), (2, 1), (3, 2), (4, 1), (6, 0), (6, 1), (2, 2), (4, 2), (3, 3), (6, 2), (1, 2), (4, 3), (5, 0), (1, 3), (4, 4), (2, 3), (6, 3), (5, 1), (5, 2), (1, 4), (2, 4), (6, 4), (5, 3), (1, 5), (6, 5), (4, 5), (2, 5), (5, 4), (3, 4), (3, 5), (5, 5)]",76
10,True,55,"{1: [6, 10, 16, 30, 38, 42], 2: [0, 8, 13, 28, 38, 48], 3: [0, 5, 9, 18, 33, 48], 4: [8, 13, 22, 27, 30, 45], 5: [13, 22, 25, 41, 49, 52], 6: [13, 16, 19, 28, 38, 42]}","[(2, 0), (3, 0), (3, 1), (1, 0), (2, 1), (4, 0), (3, 2), (1, 1), (2, 2), (4, 1), (5, 0), (6, 0), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (2, 3), (6, 3), (1, 3), (4, 4), (3, 4), (1, 4), (2, 4), (6, 4), (5, 3), (1, 5), (6, 5), (4, 5), (2, 5), (3, 5), (5, 4), (5, 5)]",72
11,True,55,"{1: [5, 10, 16, 26, 42, 49], 2: [0, 8, 13, 28, 38, 48], 3: [0, 6, 10, 19, 29, 30], 4: [8, 14, 28, 33, 37, 45], 5: [13, 22, 25, 38, 48, 52], 6: [13, 16, 19, 28, 45, 49]}","[(2, 0), (3, 0), (1, 0), (3, 1), (2, 1), (4, 0), (1, 1), (3, 2), (2, 2), (5, 0), (6, 0), (4, 1), (1, 2), (6, 1), (3, 3), (6, 2), (5, 1), (5, 2), (1, 3), (2, 3), (4, 2), (6, 3), (3, 4), (3, 5), (4, 3), (4, 4), (2, 4), (5, 3), (1, 4), (4, 5), (6, 4), (2, 5), (5, 4), (1, 5), (6, 5), (5, 5)]",80
12,True,55,"{1: [6, 11, 16, 30, 38, 42], 2: [0, 8, 13, 28, 38, 48], 3: [0, 5, 10, 19, 32, 48], 4: [8, 14, 22, 27, 30, 45], 5: [13, 22, 25, 41, 48, 52], 6: [13, 16, 19, 28, 38, 42]}","[(2, 0), (3, 0), (3, 1), (1, 0), (2, 1), (4, 0), (3, 2), (1, 1), (2, 2), (5, 0), (6, 0), (4, 1), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (2, 3), (6, 3), (1, 3), (4, 4), (3, 4), (1, 4), (2, 4), (6, 4), (5, 3), (1, 5), (6, 5), (4, 5), (2, 5), (3, 5), (5, 4), (5, 5)]",85
13,True,58,"{1: [0, 6, 19, 25, 37, 45], 2: [3, 11, 17, 27, 40, 50], 3: [4, 13, 17, 31, 50, 51], 4: [11, 16, 26, 34, 37, 45], 5: [16, 25, 28, 40, 50, 54], 6: [0, 3, 8, 21, 33, 37]}","[(1, 0), (6, 0), (2, 0), (6, 1), (3, 0), (1, 1), (6, 2), (2, 1), (4, 0), (3, 1), (4, 1), (5, 0), (2, 2), (3, 2), (1, 2), (6, 3), (1, 3), (5, 1), (4, 2), (2, 3), (5, 2), (3, 3), (6, 4), (4, 3), (1, 4), (4, 4), (6, 5), (2, 4), (5, 3), (1, 5), (4, 5), (2, 5), (3, 4), (5, 4), (3, 5), (5, 5)]",74
14,True,57,"{1: [0, 11, 16, 30, 37, 51], 2: [0, 8, 16, 27, 40, 50], 3: [1, 6, 10, 21, 31, 44], 4: [11, 16, 22, 27, 32, 44], 5: [13, 24, 27, 40, 50, 54], 6: [8, 12, 18, 30, 40, 44]}","[(1, 0), (2, 0), (3, 0), (3, 1), (2, 1), (6, 0), (3, 2), (1, 1), (4, 0), (6, 1), (5, 0), (1, 2), (2, 2), (4, 1), (6, 2), (3, 3), (4, 2), (5, 1), (2, 3), (4, 3), (5, 2), (1, 3), (6, 3), (3, 4), (4, 4), (1, 4), (2, 4), (5, 3), (6, 4), (3, 5), (4, 5), (6, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",92
15,True,55,"{1: [5, 10, 29, 35, 42, 49], 2: [0, 8, 13, 28, 38, 48], 3: [0, 6, 11, 19, 36, 42], 4: [8, 13, 22, 27, 30, 45], 5: [13, 22, 25, 38, 48, 52], 6: [13, 16, 19, 28, 38, 42]}","[(2, 0), (3, 0), (1, 0), (3, 1), (2, 1), (4, 0), (1, 1), (3, 2), (2, 2), (4, 1), (5, 0), (6, 0), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (2, 3), (6, 3), (1, 2), (4, 4), (1, 3), (3, 4), (2, 4), (5, 3), (6, 4), (1, 4), (3, 5), (6, 5), (4, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",79
16,True,57,"{1: [6, 8, 16, 22, 36, 44], 2: [0, 8, 16, 26, 40, 50], 3: [0, 5, 9, 21, 46, 50], 4: [11, 16, 22, 29, 32, 43], 5: [13, 23, 26, 39, 50, 54], 6: [8, 13, 17, 30, 40, 44]}","[(2, 0), (3, 0), (3, 1), (1, 0), (1, 1), (2, 1), (6, 0), (3, 2), (4, 0), (5, 0), (6, 1), (1, 2), (2, 2), (4, 1), (6, 2), (3, 3), (1, 3), (4, 2), (5, 1), (2, 3), (5, 2), (4, 3), (6, 3), (4, 4), (1, 4), (5, 3), (2, 4), (6, 4), (4, 5), (1, 5), (6, 5), (3, 4), (2, 5), (3, 5), (5, 4), (5, 5)]",69
17,True,55,"{1: [5, 6, 16, 23, 38, 49], 2: [0, 8, 13, 28, 38, 48], 3: [0, 5, 9, 19, 28, 30], 4: [8, 14, 22, 30, 37, 45], 5: [13, 22, 25, 41, 48, 52], 6: [13, 16, 19, 28, 45, 49]}","[(2, 0), (3, 0), (1, 0), (3, 1), (1, 1), (2, 1), (4, 0), (3, 2), (2, 2), (5, 0), (6, 0), (4, 1), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (1, 3), (5, 2), (2, 3), (3, 4), (6, 3), (3, 5), (4, 3), (4, 4), (1, 4), (2, 4), (5, 3), (4, 5), (6, 4), (2, 5), (5, 4), (1, 5), (6, 5), (5, 5)]",71
18,True,55,"{1: [7, 10, 16, 25, 38, 49], 2: [0, 8, 14, 28, 38, 48], 3: [0, 5, 10, 19, 28, 30], 4: [8, 14, 24, 32, 37, 45], 5: [13, 22, 25, 41, 48, 52], 6: [13, 16, 19, 28, 45, 49]}","[(2, 0), (3, 0), (3, 1), (1, 0), (2, 1), (4, 0), (1, 1), (3, 2), (5, 0), (6, 0), (2, 2), (4, 1), (1, 2), (6, 1), (3, 3), (6, 2), (5, 1), (4, 2), (1, 3), (5, 2), (2, 3), (3, 4), (6, 3), (3, 5), (4, 3), (4, 4), (1, 4), (2, 4), (5, 3), (4, 5), (6, 4), (2, 5), (5, 4), (1, 5), (6, 5), (5, 5)]",71
19,True,58,"{1: [6, 10, 23, 29, 38, 45], 2: [5, 13, 18, 28, 38, 48], 3: [0, 7, 11, 19, 49, 51], 4: [0, 5, 18, 23, 28, 45], 5: [24, 33, 36, 41, 49, 52], 6: [13, 16, 19, 28, 41, 45]}","[(3, 0), (4, 0), (2, 0), (4, 1), (1, 0), (3, 1), (1, 1), (3, 2), (2, 1), (6, 0), (6, 1), (2, 2), (4, 2), (3, 3), (6, 2), (1, 2), (4, 3), (5, 0), (2, 3), (4, 4), (6, 3), (1, 3), (5, 1), (5, 2), (1, 4), (2, 4), (5, 3), (6, 4), (1, 5), (4, 5), (6, 5), (2, 5), (3, 4), (5, 4), (3, 5), (5, 5)]",94
20,True,55,"{1: [5, 9, 16, 35, 42, 49], 2: [0, 8, 14, 28, 38, 48], 3: [0, 5, 10, 18, 33, 38], 4: [8, 13, 22, 27, 30, 45], 5: [13, 22, 25, 38, 49, 52], 6: [13, 16, 19, 28, 45, 49]}","[(2, 0), (3, 0), (1, 0), (3, 1), (2, 1), (4, 0), (1, 1), (3, 2), (4, 1), (5, 0), (6, 0), (2, 2), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (2, 3), (6, 3), (4, 4), (3, 4), (1, 3), (2, 4), (3, 5), (5, 3), (1, 4), (4, 5), (6, 4), (2, 5), (1, 5), (5, 4), (6, 5), (5, 5)]",65
21,True,57,"{1: [6, 12, 16, 22, 29, 32], 2: [0, 9, 14, 32, 42, 52], 3: [0, 6, 12, 23, 45, 50], 4: [8, 16, 25, 30, 38, 46], 5: [14, 23, 26, 42, 52, 56], 6: [13, 16, 20, 32, 46, 50]}","[(2, 0), (3, 0), (1, 0), (3, 1), (4, 0), (2, 1), (1, 1), (3, 2), (6, 0), (2, 2), (5, 0), (1, 2), (4, 1), (6, 1), (6, 2), (1, 3), (3, 3), (5, 1), (4, 2), (5, 2), (1, 4), (4, 3), (1, 5), (2, 3), (6, 3), (4, 4), (2, 4), (5, 3), (3, 4), (4, 5), (6, 4), (3, 5), (6, 5), (2, 5), (5, 4), (5, 5)]",83
22,True,55,"{1: [5, 6, 16, 31, 38, 42], 2: [0, 8, 15, 28, 38, 48], 3: [0, 7, 11, 19, 44, 48], 4: [8, 13, 22, 27, 30, 45], 5: [13, 22, 25, 41, 49, 52], 6: [13, 16, 19, 28, 38, 42]}","[(2, 0), (3, 0), (1, 0), (1, 1), (3, 1), (2, 1), (4, 0), (3, 2), (4, 1), (5, 0), (6, 0), (2, 2), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (2, 3), (6, 3), (4, 4), (1, 3), (1, 4), (2, 4), (6, 4), (5, 3), (1, 5), (6, 5), (3, 4), (4, 5), (2, 5), (3, 5), (5, 4), (5, 5)]",83
23,True,57,"{1: [6, 13, 16, 22, 36, 51], 2: [0, 8, 16, 26, 40, 50], 3: [0, 5, 9, 21, 31, 40], 4: [11, 16, 22, 29, 32, 43], 5: [13, 24, 27, 39, 51, 54], 6: [8, 12, 17, 30, 47, 51]}","[(2, 0), (3, 0), (3, 1), (1, 0), (2, 1), (6, 0), (3, 2), (4, 0), (6, 1), (1, 1), (5, 0), (1, 2), (2, 2), (4, 1), (6, 2), (3, 3), (1, 3), (4, 2), (5, 1), (2, 3), (5, 2), (4, 3), (6, 3), (3, 4), (4, 4), (1, 4), (5, 3), (2, 4), (3, 5), (4, 5), (6, 4), (2, 5), (1, 5), (5, 4), (6, 5), (5, 5)]",96
24,True,55,"{1: [1, 9, 16, 30, 38, 49], 2: [0, 8, 13, 28, 38, 48], 3: [2, 7, 11, 19, 28, 30], 4: [8, 14, 22, 27, 37, 45], 5: [13, 22, 25, 41, 48, 52], 6: [13, 16, 19, 28, 45, 49]}","[(2, 0), (1, 0), (3, 0), (3, 1), (2, 1), (4, 0), (1, 1), (3, 2), (2, 2), (5, 0), (6, 0), (4, 1), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (2, 3), (3, 4), (6, 3), (1, 3), (3, 5), (4, 4), (1, 4), (2, 4), (5, 3), (4, 5), (6, 4), (2, 5), (5, 4), (1, 5), (6, 5), (5, 5)]",69
25,True,57,"{1: [5, 13, 19, 26, 38, 51], 2: [1, 10, 17, 28, 41, 51], 3: [0, 5, 9, 17, 26, 27], 4: [13, 26, 31, 36, 39, 47], 5: [20, 31, 34, 43, 51, 55], 6: [9, 13, 18, 31, 47, 51]}","[(3, 0), (2, 0), (1, 0), (3, 1), (3, 2), (6, 0), (2, 1), (1, 1), (4, 0), (6, 1), (2, 2), (3, 3), (6, 2), (1, 2), (5, 0), (1, 3), (3, 4), (4, 1), (3, 5), (2, 3), (4, 2), (5, 1), (6, 3), (5, 2), (4, 3), (1, 4), (4, 4), (2, 4), (5, 3), (4, 5), (6, 4), (1, 5), (2, 5), (5, 4), (6, 5), (5, 5)]",93
26,True,55,"{1: [0, 1, 16, 34, 42, 49], 2: [0, 8, 15, 28, 38, 48], 3: [1, 6, 11, 19, 35, 38], 4: [8, 13, 22, 27, 30, 45], 5: [13, 22, 25, 38, 49, 52], 6: [13, 16, 19, 28, 45, 49]}","[(1, 0), (2, 0), (1, 1), (3, 0), (3, 1), (2, 1), (4, 0), (3, 2), (4, 1), (5, 0), (6, 0), (2, 2), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (2, 3), (6, 3), (4, 4), (1, 3), (3, 4), (2, 4), (3, 5), (5, 3), (1, 4), (4, 5), (6, 4), (2, 5), (1, 5), (5, 4), (6, 5), (5, 5)]",93
27,True,58,"{1: [10, 13, 17, 30, 38, 52], 2: [5, 13, 18, 28, 38, 48], 3: [1, 6, 10, 18, 29, 41], 4: [0, 7, 19, 24, 28, 45], 5: [24, 33, 36, 41, 48, 52], 6: [13, 16, 19, 28, 48, 52]}","[(4, 0), (3, 0), (2, 0), (3, 1), (4, 1), (1, 0), (3, 2), (1, 1), (2, 1), (6, 0), (6, 1), (1, 2), (2, 2), (3, 3), (4, 2), (6, 2), (4, 3), (5, 0), (2, 3), (4, 4), (6, 3), (3, 4), (1, 3), (5, 1), (5, 2), (1, 4), (2, 4), (3, 5), (5, 3), (4, 5), (2, 5), (5, 4), (6, 4), (1, 5), (5, 5), (6, 5)]",84
28,True,55,"{1: [5, 10, 16, 31, 42, 49], 2: [0, 8, 14, 28, 38, 48], 3: [0, 6, 10, 19, 39, 42], 4: [8, 13, 22, 27, 30, 45], 5: [13, 22, 25, 38, 48, 52], 6: [13, 16, 19, 28, 38, 42]}","[(2, 0), (3, 0), (1, 0), (3, 1), (2, 1), (4, 0), (1, 1), (3, 2), (4, 1), (5, 0), (6, 0), (2, 2), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (2, 3), (6, 3), (4, 4), (1, 3), (2, 4), (5, 3), (6, 4), (3, 4), (1, 4), (3, 5), (6, 5), (4, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",68
29,True,56,"{1: [7, 10, 17, 24, 37, 50], 2: [0, 8, 14, 26, 40, 50], 3: [0, 5, 9, 21, 30, 31], 4: [11, 16, 24, 34, 38, 46], 5: [14, 23, 26, 42, 51, 54], 6: [8, 14, 17, 30, 46, 50]}","[(2, 0), (3, 0), (3, 1), (1, 0), (2, 1), (6, 0), (3, 2), (1, 1), (4, 0), (2, 2), (5, 0), (6, 1), (4, 1), (1, 2), (6, 2), (3, 3), (5, 1), (1, 3), (4, 2), (2, 3), (5, 2), (3, 4), (6, 3), (3, 5), (4, 3), (1, 4), (4, 4), (2, 4), (5, 3), (4, 5), (6, 4), (1, 5), (2, 5), (6, 5), (5, 4), (5, 5)]",72
30,True,58,"{1: [10, 16, 25, 31, 38, 52], 2: [5, 13, 18, 28, 38, 48], 3: [1, 6, 10, 19, 40, 45], 4: [0, 11, 18, 25, 28, 45], 5: [23, 32, 36, 41, 48, 52], 6: [13, 16, 19, 28, 41, 45]}","[(4, 0), (3, 0), (2, 0), (3, 1), (1, 0), (3, 2), (4, 1), (2, 1), (6, 0), (1, 1), (6, 1), (2, 2), (4, 2), (3, 3), (6, 2), (5, 0), (1, 2), (4, 3), (2, 3), (4, 4), (6, 3), (1, 3), (5, 1), (5, 2), (1, 4), (2, 4), (3, 4), (5, 3), (6, 4), (3, 5), (4, 5), (6, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",78
31,True,57,"{1: [5, 13, 27, 33, 40, 51], 2: [0, 8, 13, 26, 40, 50], 3: [0, 5, 9, 21, 42, 44], 4: [11, 16, 24, 29, 32, 43], 5: [13, 22, 25, 36, 51, 54], 6: [8, 13, 17, 30, 40, 44]}","[(2, 0), (3, 0), (1, 0), (3, 1), (2, 1), (6, 0), (3, 2), (4, 0), (1, 1), (2, 2), (5, 0), (6, 1), (4, 1), (6, 2), (3, 3), (5, 1), (4, 2), (5, 2), (2, 3), (1, 2), (4, 3), (6, 3), (4, 4), (1, 3), (5, 3), (1, 4), (2, 4), (6, 4), (3, 4), (4, 5), (3, 5), (6, 5), (2, 5), (1, 5), (5, 4), (5, 5)]",79
32,True,55,"{1: [6, 9, 16, 26, 38, 49], 2: [0, 8, 14, 28, 38, 48], 3: [0, 5, 10, 19, 28, 30], 4: [8, 14, 27, 34, 37, 45], 5: [13, 22, 25, 41, 49, 52], 6: [13, 16, 19, 28, 45, 49]}","[(2, 0), (3, 0), (3, 1), (1, 0), (2, 1), (4, 0), (1, 1), (3, 2), (5, 0), (6, 0), (2, 2), (4, 1), (1, 2), (6, 1), (3, 3), (6, 2), (5, 1), (5, 2), (1, 3), (4, 2), (2, 3), (3, 4), (6, 3), (3, 5), (4, 3), (4, 4), (1, 4), (2, 4), (5, 3), (4, 5), (6, 4), (2, 5), (1, 5), (5, 4), (6, 5), (5, 5)]",85
33,True,55,"{1: [6, 7, 25, 31, 38, 42], 2: [0, 8, 13, 28, 38, 48], 3: [0, 5, 9, 19, 37, 48], 4: [8, 13, 22, 27, 30, 45], 5: [13, 22, 25, 41, 48, 52], 6: [13, 16, 19, 28, 38, 42]}","[(2, 0), (3, 0), (3, 1), (1, 0), (1, 1), (2, 1), (4, 0), (3, 2), (2, 2), (4, 1), (5, 0), (6, 0), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (1, 2), (5, 2), (4, 3), (2, 3), (6, 3), (4, 4), (1, 3), (3, 4), (1, 4), (2, 4), (6, 4), (5, 3), (1, 5), (6, 5), (4, 5), (2, 5), (3, 5), (5, 4), (5, 5)]",85
34,True,55,"{1: [5, 7, 16, 24, 42, 49], 2: [0, 8, 14, 28, 38, 48], 3: [0, 6, 10, 19, 28, 30], 4: [8, 14, 24, 31, 37, 45], 5: [13, 22, 25, 38, 48, 52], 6: [13, 16, 19, 28, 45, 49]}","[(2, 0), (3, 0), (1, 0), (3, 1), (1, 1), (2, 1), (4, 0), (3, 2), (5, 0), (6, 0), (2, 2), (4, 1), (1, 2), (6, 1), (3, 3), (6, 2), (5, 1), (1, 3), (4, 2), (5, 2), (2, 3), (3, 4), (6, 3), (3, 5), (4, 3), (4, 4), (2, 4), (5, 3), (1, 4), (4, 5), (6, 4), (2, 5), (5, 4), (1, 5), (6, 5), (5, 5)]",86
