,valid,result,solution,order,random_result
38,True,58,"{1: [3, 7, 18, 26, 38, 45], 2: [3, 11, 16, 27, 40, 50], 3: [6, 11, 19, 31, 44, 51], 4: [11, 16, 25, 33, 37, 45], 5: [16, 25, 28, 41, 50, 54], 6: [0, 6, 10, 21, 33, 37]}","[(6, 0), (1, 0), (2, 0), (3, 0), (6, 1), (1, 1), (6, 2), (2, 1), (3, 1), (4, 0), (2, 2), (4, 1), (5, 0), (1, 2), (3, 2), (6, 3), (4, 2), (5, 1), (1, 3), (2, 3), (5, 2), (3, 3), (4, 3), (6, 4), (4, 4), (6, 5), (1, 4), (2, 4), (5, 3), (3, 4), (1, 5), (4, 5), (2, 5), (5, 4), (3, 5), (5, 5)]",96
39,True,55,"{1: [7, 9, 25, 31, 38, 49], 2: [0, 8, 15, 28, 38, 48], 3: [2, 7, 11, 19, 33, 38], 4: [8, 14, 22, 27, 30, 45], 5: [13, 22, 25, 41, 49, 52], 6: [13, 16, 19, 28, 45, 49]}","[(2, 0), (3, 0), (1, 0), (3, 1), (2, 1), (4, 0), (1, 1), (3, 2), (5, 0), (6, 0), (4, 1), (2, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (1, 2), (5, 2), (4, 3), (2, 3), (6, 3), (4, 4), (1, 3), (3, 4), (1, 4), (2, 4), (3, 5), (5, 3), (4, 5), (6, 4), (2, 5), (1, 5), (5, 4), (6, 5), (5, 5)]",86
40,True,55,"{1: [0, 4, 28, 35, 42, 49], 2: [0, 8, 14, 28, 38, 48], 3: [2, 7, 11, 19, 38, 42], 4: [8, 13, 22, 27, 30, 45], 5: [13, 22, 25, 38, 48, 52], 6: [13, 16, 19, 28, 38, 42]}","[(1, 0), (2, 0), (3, 0), (1, 1), (3, 1), (2, 1), (4, 0), (3, 2), (4, 1), (5, 0), (6, 0), (2, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (1, 2), (2, 3), (6, 3), (4, 4), (1, 3), (2, 4), (3, 4), (5, 3), (6, 4), (1, 4), (3, 5), (6, 5), (4, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",73
41,True,58,"{1: [0, 13, 19, 27, 42, 45], 2: [3, 11, 17, 28, 40, 50], 3: [1, 7, 20, 31, 45, 51], 4: [11, 16, 28, 34, 37, 45], 5: [16, 25, 28, 38, 50, 54], 6: [0, 4, 10, 21, 33, 37]}","[(1, 0), (6, 0), (3, 0), (2, 0), (6, 1), (3, 1), (6, 2), (2, 1), (4, 0), (1, 1), (4, 1), (5, 0), (2, 2), (1, 2), (3, 2), (6, 3), (5, 1), (1, 3), (2, 3), (4, 2), (5, 2), (3, 3), (6, 4), (4, 3), (4, 4), (6, 5), (5, 3), (2, 4), (1, 4), (1, 5), (3, 4), (4, 5), (2, 5), (5, 4), (3, 5), (5, 5)]",96
42,True,58,"{1: [9, 10, 21, 28, 38, 41], 2: [0, 11, 17, 28, 38, 48], 3: [2, 7, 11, 19, 29, 51], 4: [8, 13, 18, 24, 27, 45], 5: [23, 32, 35, 41, 48, 52], 6: [13, 16, 19, 28, 47, 51]}","[(2, 0), (3, 0), (3, 1), (4, 0), (1, 0), (1, 1), (2, 1), (3, 2), (4, 1), (6, 0), (6, 1), (2, 2), (4, 2), (3, 3), (6, 2), (1, 2), (5, 0), (4, 3), (4, 4), (1, 3), (2, 3), (6, 3), (3, 4), (5, 1), (5, 2), (1, 4), (2, 4), (1, 5), (5, 3), (4, 5), (6, 4), (2, 5), (5, 4), (3, 5), (6, 5), (5, 5)]",86
43,True,57,"{1: [7, 10, 19, 30, 44, 51], 2: [0, 8, 15, 28, 38, 48], 3: [0, 5, 10, 18, 41, 44], 4: [8, 13, 18, 23, 27, 47], 5: [23, 32, 35, 40, 48, 52], 6: [13, 16, 19, 28, 40, 44]}","[(2, 0), (3, 0), (3, 1), (1, 0), (2, 1), (4, 0), (1, 1), (3, 2), (4, 1), (6, 0), (2, 2), (6, 1), (3, 3), (4, 2), (1, 2), (6, 2), (4, 3), (5, 0), (4, 4), (2, 3), (6, 3), (1, 3), (5, 1), (5, 2), (2, 4), (5, 3), (6, 4), (3, 4), (1, 4), (3, 5), (6, 5), (4, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",74
44,True,55,"{1: [7, 9, 16, 35, 42, 49], 2: [0, 8, 15, 28, 38, 48], 3: [0, 6, 10, 19, 35, 38], 4: [8, 14, 22, 27, 30, 45], 5: [13, 22, 25, 38, 49, 52], 6: [13, 16, 19, 28, 45, 49]}","[(2, 0), (3, 0), (3, 1), (1, 0), (2, 1), (4, 0), (1, 1), (3, 2), (5, 0), (6, 0), (4, 1), (2, 2), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (2, 3), (6, 3), (4, 4), (1, 3), (3, 4), (2, 4), (3, 5), (5, 3), (1, 4), (4, 5), (6, 4), (2, 5), (1, 5), (5, 4), (6, 5), (5, 5)]",63
45,True,55,"{1: [0, 7, 16, 34, 42, 49], 2: [0, 8, 15, 28, 38, 48], 3: [1, 6, 10, 18, 34, 38], 4: [8, 13, 22, 27, 30, 45], 5: [13, 22, 25, 38, 48, 52], 6: [13, 16, 19, 28, 45, 49]}","[(1, 0), (2, 0), (3, 0), (3, 1), (1, 1), (2, 1), (4, 0), (3, 2), (4, 1), (5, 0), (6, 0), (2, 2), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (2, 3), (6, 3), (4, 4), (1, 3), (3, 4), (2, 4), (3, 5), (5, 3), (1, 4), (4, 5), (6, 4), (2, 5), (5, 4), (1, 5), (6, 5), (5, 5)]",89
46,True,55,"{1: [5, 8, 25, 31, 42, 49], 2: [0, 8, 14, 28, 38, 48], 3: [0, 5, 11, 19, 36, 38], 4: [8, 13, 22, 27, 30, 45], 5: [13, 22, 25, 38, 48, 52], 6: [13, 16, 19, 28, 45, 49]}","[(2, 0), (3, 0), (1, 0), (3, 1), (1, 1), (2, 1), (4, 0), (3, 2), (4, 1), (5, 0), (6, 0), (2, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (1, 2), (5, 2), (4, 3), (2, 3), (6, 3), (4, 4), (1, 3), (3, 4), (2, 4), (3, 5), (5, 3), (1, 4), (4, 5), (6, 4), (2, 5), (5, 4), (1, 5), (6, 5), (5, 5)]",83
47,True,55,"{1: [7, 8, 25, 32, 42, 49], 2: [0, 8, 15, 28, 38, 48], 3: [0, 7, 11, 19, 38, 42], 4: [8, 14, 22, 27, 30, 45], 5: [13, 22, 25, 38, 48, 52], 6: [13, 16, 19, 28, 38, 42]}","[(2, 0), (3, 0), (1, 0), (3, 1), (1, 1), (2, 1), (4, 0), (3, 2), (5, 0), (6, 0), (4, 1), (2, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (1, 2), (5, 2), (4, 3), (2, 3), (6, 3), (4, 4), (1, 3), (2, 4), (3, 4), (5, 3), (6, 4), (1, 4), (3, 5), (6, 5), (4, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",86
48,True,55,"{1: [7, 10, 25, 31, 40, 49], 2: [0, 8, 13, 26, 40, 50], 3: [0, 5, 9, 21, 37, 38], 4: [11, 16, 22, 27, 30, 43], 5: [13, 22, 25, 36, 50, 54], 6: [8, 11, 17, 30, 45, 49]}","[(2, 0), (3, 0), (3, 1), (1, 0), (2, 1), (6, 0), (3, 2), (1, 1), (4, 0), (6, 1), (2, 2), (5, 0), (4, 1), (6, 2), (3, 3), (4, 2), (5, 1), (1, 2), (5, 2), (2, 3), (4, 3), (4, 4), (6, 3), (1, 3), (5, 3), (3, 4), (3, 5), (1, 4), (2, 4), (4, 5), (6, 4), (1, 5), (6, 5), (2, 5), (5, 4), (5, 5)]",85
49,True,57,"{1: [5, 6, 16, 33, 40, 51], 2: [0, 8, 15, 26, 40, 50], 3: [0, 5, 9, 21, 34, 44], 4: [11, 16, 24, 29, 32, 43], 5: [13, 23, 26, 36, 51, 54], 6: [8, 12, 17, 30, 40, 44]}","[(2, 0), (3, 0), (1, 0), (3, 1), (1, 1), (2, 1), (6, 0), (3, 2), (4, 0), (6, 1), (5, 0), (2, 2), (1, 2), (4, 1), (6, 2), (3, 3), (5, 1), (4, 2), (2, 3), (5, 2), (4, 3), (6, 3), (4, 4), (1, 3), (3, 4), (5, 3), (1, 4), (2, 4), (6, 4), (4, 5), (3, 5), (6, 5), (2, 5), (1, 5), (5, 4), (5, 5)]",96
50,True,55,"{1: [7, 10, 25, 31, 38, 42], 2: [0, 8, 13, 28, 38, 48], 3: [0, 6, 10, 19, 40, 48], 4: [8, 13, 22, 27, 30, 45], 5: [13, 22, 25, 41, 49, 52], 6: [13, 16, 19, 28, 38, 42]}","[(2, 0), (3, 0), (3, 1), (1, 0), (2, 1), (4, 0), (1, 1), (3, 2), (2, 2), (4, 1), (5, 0), (6, 0), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (1, 2), (5, 2), (4, 3), (2, 3), (6, 3), (4, 4), (1, 3), (1, 4), (2, 4), (6, 4), (3, 4), (5, 3), (1, 5), (6, 5), (4, 5), (2, 5), (3, 5), (5, 4), (5, 5)]",85
51,True,55,"{1: [1, 7, 16, 33, 42, 49], 2: [0, 8, 13, 28, 38, 48], 3: [2, 7, 11, 19, 35, 38], 4: [8, 13, 22, 27, 30, 45], 5: [13, 22, 25, 38, 49, 52], 6: [13, 16, 19, 28, 45, 49]}","[(2, 0), (1, 0), (3, 0), (1, 1), (3, 1), (2, 1), (4, 0), (3, 2), (2, 2), (4, 1), (5, 0), (6, 0), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (2, 3), (6, 3), (4, 4), (1, 3), (3, 4), (2, 4), (3, 5), (5, 3), (1, 4), (4, 5), (6, 4), (2, 5), (1, 5), (5, 4), (6, 5), (5, 5)]",79
52,True,55,"{1: [5, 9, 16, 32, 42, 49], 2: [0, 8, 14, 28, 38, 48], 3: [0, 5, 9, 19, 35, 42], 4: [8, 13, 22, 27, 30, 45], 5: [13, 22, 25, 38, 49, 52], 6: [13, 16, 19, 28, 38, 42]}","[(2, 0), (3, 0), (1, 0), (3, 1), (2, 1), (4, 0), (1, 1), (3, 2), (4, 1), (5, 0), (6, 0), (2, 2), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (2, 3), (6, 3), (4, 4), (1, 3), (3, 4), (2, 4), (5, 3), (6, 4), (1, 4), (3, 5), (6, 5), (4, 5), (2, 5), (1, 5), (5, 4), (5, 5)]",67
53,True,55,"{1: [0, 5, 26, 34, 42, 49], 2: [0, 8, 13, 28, 38, 48], 3: [1, 6, 10, 18, 37, 38], 4: [8, 13, 22, 27, 30, 45], 5: [13, 22, 25, 38, 48, 52], 6: [13, 16, 19, 28, 45, 49]}","[(1, 0), (2, 0), (3, 0), (1, 1), (3, 1), (2, 1), (4, 0), (3, 2), (2, 2), (4, 1), (5, 0), (6, 0), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (1, 2), (4, 3), (2, 3), (6, 3), (4, 4), (1, 3), (3, 4), (2, 4), (3, 5), (5, 3), (1, 4), (4, 5), (6, 4), (2, 5), (5, 4), (1, 5), (6, 5), (5, 5)]",72
54,True,55,"{1: [6, 7, 16, 31, 40, 49], 2: [0, 8, 15, 26, 40, 50], 3: [0, 5, 9, 21, 33, 38], 4: [11, 16, 22, 27, 30, 43], 5: [13, 22, 25, 36, 50, 54], 6: [8, 13, 17, 30, 45, 49]}","[(2, 0), (3, 0), (3, 1), (1, 0), (1, 1), (2, 1), (6, 0), (3, 2), (4, 0), (5, 0), (6, 1), (2, 2), (1, 2), (4, 1), (6, 2), (3, 3), (4, 2), (5, 1), (5, 2), (2, 3), (4, 3), (4, 4), (6, 3), (1, 3), (3, 4), (5, 3), (3, 5), (1, 4), (2, 4), (4, 5), (6, 4), (1, 5), (6, 5), (2, 5), (5, 4), (5, 5)]",82
55,True,57,"{1: [6, 10, 15, 22, 40, 51], 2: [0, 8, 14, 30, 41, 51], 3: [0, 5, 9, 17, 26, 27], 4: [21, 26, 31, 36, 39, 47], 5: [18, 29, 34, 43, 52, 55], 6: [8, 12, 20, 31, 47, 51]}","[(2, 0), (3, 0), (3, 1), (1, 0), (2, 1), (6, 0), (3, 2), (1, 1), (6, 1), (2, 2), (1, 2), (3, 3), (5, 0), (6, 2), (4, 0), (1, 3), (3, 4), (4, 1), (3, 5), (5, 1), (2, 3), (4, 2), (6, 3), (5, 2), (4, 3), (4, 4), (1, 4), (2, 4), (5, 3), (4, 5), (6, 4), (1, 5), (2, 5), (6, 5), (5, 4), (5, 5)]",81
56,True,55,"{1: [0, 9, 28, 35, 42, 49], 2: [0, 8, 13, 28, 38, 48], 3: [1, 7, 11, 19, 36, 38], 4: [8, 13, 22, 27, 30, 45], 5: [13, 22, 25, 38, 48, 52], 6: [13, 16, 19, 28, 45, 49]}","[(1, 0), (2, 0), (3, 0), (3, 1), (2, 1), (4, 0), (1, 1), (3, 2), (2, 2), (4, 1), (5, 0), (6, 0), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (1, 2), (2, 3), (6, 3), (4, 4), (1, 3), (3, 4), (2, 4), (3, 5), (5, 3), (1, 4), (4, 5), (6, 4), (2, 5), (5, 4), (1, 5), (6, 5), (5, 5)]",80
57,True,55,"{1: [7, 9, 16, 34, 42, 49], 2: [0, 8, 14, 28, 38, 48], 3: [0, 6, 11, 19, 28, 30], 4: [8, 14, 26, 31, 37, 45], 5: [13, 22, 25, 38, 49, 52], 6: [13, 16, 19, 28, 45, 49]}","[(2, 0), (3, 0), (3, 1), (1, 0), (2, 1), (4, 0), (1, 1), (3, 2), (5, 0), (6, 0), (2, 2), (4, 1), (1, 2), (6, 1), (3, 3), (6, 2), (5, 1), (5, 2), (4, 2), (2, 3), (3, 4), (6, 3), (3, 5), (4, 3), (1, 3), (4, 4), (2, 4), (5, 3), (1, 4), (4, 5), (6, 4), (2, 5), (1, 5), (5, 4), (6, 5), (5, 5)]",92
58,True,55,"{1: [5, 6, 16, 31, 42, 49], 2: [0, 8, 13, 28, 38, 48], 3: [0, 5, 9, 19, 33, 42], 4: [8, 13, 22, 27, 30, 45], 5: [13, 22, 25, 38, 49, 52], 6: [13, 16, 19, 28, 38, 42]}","[(2, 0), (3, 0), (1, 0), (3, 1), (1, 1), (2, 1), (4, 0), (3, 2), (2, 2), (4, 1), (5, 0), (6, 0), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (2, 3), (6, 3), (4, 4), (1, 3), (3, 4), (2, 4), (5, 3), (6, 4), (1, 4), (3, 5), (6, 5), (4, 5), (2, 5), (1, 5), (5, 4), (5, 5)]",72
59,True,55,"{1: [5, 6, 26, 33, 40, 49], 2: [0, 8, 14, 26, 40, 50], 3: [0, 5, 9, 21, 32, 38], 4: [11, 16, 22, 27, 30, 43], 5: [13, 22, 25, 36, 50, 54], 6: [8, 13, 17, 30, 45, 49]}","[(2, 0), (3, 0), (1, 0), (3, 1), (1, 1), (2, 1), (6, 0), (3, 2), (4, 0), (5, 0), (6, 1), (2, 2), (4, 1), (6, 2), (3, 3), (4, 2), (5, 1), (5, 2), (1, 2), (2, 3), (4, 3), (4, 4), (6, 3), (3, 4), (1, 3), (5, 3), (3, 5), (1, 4), (2, 4), (4, 5), (6, 4), (1, 5), (6, 5), (2, 5), (5, 4), (5, 5)]",83
0,True,55,"{1: [5, 6, 25, 32, 40, 49], 2: [0, 8, 14, 26, 40, 50], 3: [0, 5, 9, 21, 37, 38], 4: [11, 16, 22, 27, 30, 43], 5: [13, 22, 25, 36, 50, 54], 6: [8, 11, 17, 30, 45, 49]}","[(2, 0), (3, 0), (1, 0), (3, 1), (1, 1), (2, 1), (6, 0), (3, 2), (4, 0), (6, 1), (5, 0), (2, 2), (4, 1), (6, 2), (3, 3), (4, 2), (5, 1), (1, 2), (5, 2), (2, 3), (4, 3), (4, 4), (6, 3), (1, 3), (5, 3), (3, 4), (3, 5), (1, 4), (2, 4), (4, 5), (6, 4), (1, 5), (6, 5), (2, 5), (5, 4), (5, 5)]",68
1,True,55,"{1: [0, 5, 29, 35, 42, 49], 2: [0, 8, 14, 28, 38, 48], 3: [1, 6, 11, 19, 39, 42], 4: [8, 13, 22, 27, 30, 45], 5: [13, 22, 25, 38, 48, 52], 6: [13, 16, 19, 28, 38, 42]}","[(1, 0), (2, 0), (3, 0), (1, 1), (3, 1), (2, 1), (4, 0), (3, 2), (4, 1), (5, 0), (6, 0), (2, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (2, 3), (6, 3), (1, 2), (4, 4), (1, 3), (2, 4), (5, 3), (6, 4), (3, 4), (1, 4), (3, 5), (6, 5), (4, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",85
2,True,55,"{1: [6, 9, 16, 35, 42, 49], 2: [0, 8, 14, 28, 38, 48], 3: [0, 5, 9, 19, 40, 42], 4: [8, 14, 22, 27, 30, 45], 5: [13, 22, 25, 38, 48, 52], 6: [13, 16, 19, 28, 38, 42]}","[(2, 0), (3, 0), (3, 1), (1, 0), (2, 1), (4, 0), (1, 1), (3, 2), (5, 0), (6, 0), (2, 2), (4, 1), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (2, 3), (6, 3), (4, 4), (1, 3), (2, 4), (5, 3), (6, 4), (3, 4), (1, 4), (3, 5), (6, 5), (4, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",78
3,True,58,"{1: [5, 7, 26, 36, 47, 50], 2: [0, 8, 16, 28, 38, 48], 3: [0, 7, 11, 19, 32, 34], 4: [8, 13, 18, 23, 26, 38], 5: [23, 35, 45, 50, 54, 57], 6: [13, 16, 19, 28, 41, 45]}","[(2, 0), (3, 0), (1, 0), (1, 1), (3, 1), (2, 1), (4, 0), (3, 2), (4, 1), (6, 0), (2, 2), (6, 1), (4, 2), (3, 3), (6, 2), (4, 3), (5, 0), (1, 2), (4, 4), (2, 3), (6, 3), (3, 4), (3, 5), (5, 1), (1, 3), (2, 4), (4, 5), (6, 4), (5, 2), (6, 5), (1, 4), (2, 5), (1, 5), (5, 3), (5, 4), (5, 5)]",70
4,True,55,"{1: [6, 7, 16, 26, 38, 49], 2: [0, 8, 13, 28, 38, 48], 3: [1, 6, 11, 19, 29, 30], 4: [8, 13, 25, 33, 37, 45], 5: [13, 22, 25, 41, 48, 52], 6: [13, 16, 19, 28, 45, 49]}","[(2, 0), (3, 0), (1, 0), (3, 1), (1, 1), (2, 1), (4, 0), (3, 2), (2, 2), (4, 1), (5, 0), (6, 0), (1, 2), (6, 1), (3, 3), (6, 2), (5, 1), (4, 2), (5, 2), (1, 3), (2, 3), (6, 3), (3, 4), (3, 5), (4, 3), (4, 4), (1, 4), (2, 4), (5, 3), (4, 5), (6, 4), (2, 5), (5, 4), (1, 5), (6, 5), (5, 5)]",72
5,True,58,"{1: [5, 11, 20, 30, 38, 52], 2: [5, 13, 18, 28, 38, 48], 3: [0, 6, 10, 18, 29, 45], 4: [0, 5, 18, 25, 28, 45], 5: [24, 33, 36, 41, 48, 52], 6: [13, 16, 19, 28, 41, 45]}","[(3, 0), (4, 0), (1, 0), (2, 0), (4, 1), (3, 1), (3, 2), (1, 1), (2, 1), (6, 0), (6, 1), (2, 2), (3, 3), (4, 2), (6, 2), (1, 2), (5, 0), (4, 3), (2, 3), (4, 4), (6, 3), (3, 4), (1, 3), (5, 1), (5, 2), (1, 4), (2, 4), (5, 3), (6, 4), (3, 5), (4, 5), (6, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",76
6,True,57,"{1: [7, 9, 16, 30, 37, 44], 2: [0, 8, 16, 27, 40, 50], 3: [0, 5, 10, 21, 47, 50], 4: [11, 16, 22, 27, 31, 44], 5: [13, 22, 26, 40, 50, 54], 6: [8, 15, 18, 30, 40, 44]}","[(2, 0), (3, 0), (3, 1), (1, 0), (2, 1), (6, 0), (1, 1), (3, 2), (4, 0), (5, 0), (6, 1), (1, 2), (2, 2), (4, 1), (6, 2), (3, 3), (4, 2), (5, 1), (5, 2), (2, 3), (4, 3), (1, 3), (6, 3), (4, 4), (1, 4), (2, 4), (5, 3), (6, 4), (1, 5), (4, 5), (6, 5), (3, 4), (2, 5), (3, 5), (5, 4), (5, 5)]",84
7,True,57,"{1: [6, 7, 19, 37, 44, 51], 2: [0, 8, 15, 28, 38, 48], 3: [0, 5, 9, 19, 36, 40], 4: [8, 13, 18, 23, 26, 47], 5: [23, 32, 35, 40, 48, 52], 6: [13, 16, 19, 28, 47, 51]}","[(2, 0), (3, 0), (3, 1), (1, 0), (1, 1), (2, 1), (4, 0), (3, 2), (4, 1), (6, 0), (2, 2), (6, 1), (4, 2), (1, 2), (3, 3), (6, 2), (4, 3), (5, 0), (4, 4), (2, 3), (6, 3), (5, 1), (5, 2), (3, 4), (1, 3), (2, 4), (3, 5), (5, 3), (1, 4), (4, 5), (6, 4), (2, 5), (5, 4), (1, 5), (6, 5), (5, 5)]",83
8,True,57,"{1: [0, 8, 16, 30, 38, 44], 2: [0, 8, 13, 28, 38, 48], 3: [1, 7, 11, 19, 48, 50], 4: [8, 13, 18, 24, 27, 45], 5: [23, 32, 35, 41, 49, 52], 6: [13, 16, 19, 28, 40, 44]}","[(1, 0), (2, 0), (3, 0), (3, 1), (1, 1), (2, 1), (4, 0), (3, 2), (2, 2), (4, 1), (6, 0), (1, 2), (6, 1), (4, 2), (3, 3), (6, 2), (5, 0), (4, 3), (4, 4), (2, 3), (6, 3), (1, 3), (5, 1), (5, 2), (1, 4), (2, 4), (6, 4), (5, 3), (1, 5), (6, 5), (4, 5), (2, 5), (3, 4), (5, 4), (3, 5), (5, 5)]",69
9,True,57,"{1: [7, 9, 25, 32, 40, 51], 2: [0, 8, 13, 26, 40, 50], 3: [0, 5, 9, 21, 34, 44], 4: [11, 16, 22, 27, 31, 43], 5: [13, 22, 26, 36, 50, 54], 6: [8, 12, 17, 30, 40, 44]}","[(2, 0), (3, 0), (3, 1), (1, 0), (2, 1), (6, 0), (1, 1), (3, 2), (4, 0), (6, 1), (2, 2), (5, 0), (4, 1), (6, 2), (3, 3), (4, 2), (5, 1), (1, 2), (2, 3), (5, 2), (4, 3), (6, 3), (4, 4), (1, 3), (3, 4), (5, 3), (1, 4), (2, 4), (6, 4), (4, 5), (3, 5), (6, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",79
10,True,57,"{1: [0, 8, 26, 34, 44, 51], 2: [0, 10, 16, 28, 38, 48], 3: [1, 6, 10, 19, 41, 44], 4: [8, 13, 18, 24, 27, 47], 5: [23, 32, 35, 40, 49, 52], 6: [13, 16, 19, 28, 40, 44]}","[(1, 0), (2, 0), (3, 0), (3, 1), (1, 1), (4, 0), (2, 1), (3, 2), (4, 1), (6, 0), (2, 2), (6, 1), (4, 2), (3, 3), (6, 2), (5, 0), (4, 3), (1, 2), (4, 4), (2, 3), (6, 3), (5, 1), (1, 3), (5, 2), (2, 4), (5, 3), (6, 4), (3, 4), (1, 4), (3, 5), (6, 5), (4, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",85
11,True,55,"{1: [5, 11, 16, 31, 42, 49], 2: [0, 8, 13, 28, 38, 48], 3: [0, 6, 11, 19, 34, 42], 4: [8, 14, 22, 27, 30, 45], 5: [13, 22, 25, 38, 48, 52], 6: [13, 16, 19, 28, 38, 42]}","[(2, 0), (3, 0), (1, 0), (3, 1), (2, 1), (4, 0), (1, 1), (3, 2), (2, 2), (5, 0), (6, 0), (4, 1), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (2, 3), (6, 3), (4, 4), (1, 3), (3, 4), (2, 4), (5, 3), (6, 4), (1, 4), (3, 5), (6, 5), (4, 5), (2, 5), (5, 4), (1, 5), (5, 5)]",89
12,True,57,"{1: [0, 3, 16, 22, 29, 32], 2: [0, 8, 16, 32, 42, 52], 3: [1, 6, 11, 22, 35, 50], 4: [8, 13, 28, 35, 38, 46], 5: [14, 24, 27, 42, 53, 56], 6: [13, 16, 20, 32, 46, 50]}","[(1, 0), (2, 0), (3, 0), (1, 1), (3, 1), (2, 1), (4, 0), (3, 2), (4, 1), (6, 0), (5, 0), (1, 2), (2, 2), (6, 1), (6, 2), (1, 3), (3, 3), (5, 1), (5, 2), (4, 2), (1, 4), (1, 5), (2, 3), (6, 3), (3, 4), (4, 3), (4, 4), (2, 4), (5, 3), (4, 5), (6, 4), (3, 5), (6, 5), (2, 5), (5, 4), (5, 5)]",67
13,True,58,"{1: [1, 7, 11, 18, 25, 35], 2: [3, 11, 16, 28, 39, 49], 3: [4, 9, 15, 30, 40, 49], 4: [18, 25, 32, 37, 41, 49], 5: [17, 27, 30, 43, 49, 53], 6: [0, 3, 6, 15, 26, 30]}","[(6, 0), (1, 0), (2, 0), (6, 1), (3, 0), (6, 2), (1, 1), (3, 1), (1, 2), (2, 1), (3, 2), (6, 3), (2, 2), (5, 0), (1, 3), (4, 0), (1, 4), (4, 1), (6, 4), (5, 1), (2, 3), (3, 3), (5, 2), (6, 5), (4, 2), (1, 5), (4, 3), (2, 4), (3, 4), (4, 4), (5, 3), (2, 5), (3, 5), (4, 5), (5, 4), (5, 5)]",68
14,True,57,"{1: [6, 8, 21, 30, 38, 44], 2: [0, 10, 16, 28, 38, 48], 3: [1, 6, 10, 19, 49, 50], 4: [8, 13, 18, 23, 27, 45], 5: [23, 32, 35, 41, 48, 52], 6: [13, 16, 19, 28, 40, 44]}","[(2, 0), (3, 0), (1, 0), (3, 1), (1, 1), (4, 0), (2, 1), (3, 2), (4, 1), (6, 0), (2, 2), (6, 1), (4, 2), (3, 3), (6, 2), (1, 2), (4, 3), (5, 0), (4, 4), (2, 3), (6, 3), (1, 3), (5, 1), (5, 2), (1, 4), (2, 4), (6, 4), (5, 3), (1, 5), (6, 5), (4, 5), (2, 5), (5, 4), (3, 4), (3, 5), (5, 5)]",74
15,True,55,"{1: [0, 2, 16, 31, 38, 49], 2: [0, 8, 13, 28, 38, 48], 3: [2, 7, 11, 19, 40, 42], 4: [8, 13, 22, 27, 30, 45], 5: [13, 22, 25, 41, 49, 52], 6: [13, 16, 19, 28, 38, 42]}","[(1, 0), (2, 0), (1, 1), (3, 0), (3, 1), (2, 1), (4, 0), (3, 2), (2, 2), (4, 1), (5, 0), (6, 0), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (2, 3), (6, 3), (4, 4), (1, 3), (1, 4), (2, 4), (6, 4), (3, 4), (5, 3), (3, 5), (6, 5), (4, 5), (2, 5), (1, 5), (5, 4), (5, 5)]",64
16,True,55,"{1: [0, 1, 16, 30, 38, 42], 2: [0, 8, 13, 28, 38, 48], 3: [1, 7, 11, 19, 45, 48], 4: [8, 13, 22, 27, 30, 45], 5: [13, 22, 25, 41, 48, 52], 6: [13, 16, 19, 28, 38, 42]}","[(1, 0), (2, 0), (1, 1), (3, 0), (3, 1), (2, 1), (4, 0), (3, 2), (2, 2), (4, 1), (5, 0), (6, 0), (1, 2), (6, 1), (3, 3), (6, 2), (4, 2), (5, 1), (5, 2), (4, 3), (2, 3), (6, 3), (1, 3), (4, 4), (1, 4), (2, 4), (6, 4), (5, 3), (1, 5), (6, 5), (3, 4), (4, 5), (2, 5), (3, 5), (5, 4), (5, 5)]",71
