,instance,max_time,postprocessing,version,num_reads,num_feasible,num_optimal,number_of_jobs,number_of_tasks,is_squashed,max_task_time,mean_task_time,heuristic,optimal,energy_best,result_best,chain_strength,chain_break_method,qpu_sampling_time,qpu_anneal_time_per_sample,qpu_readout_time_per_sample,qpu_access_time,qpu_access_overhead_time,qpu_programming_time,qpu_delay_time_per_sample,post_processing_overhead_time,total_post_processing_time,is_cut_out,window_size,window_start
359,ft04.txt,14,False,discrete,15,15,0,4,16,0.0,3,1.75,False,7,0.00653312,10.0,,,,,,,,,,,,,,
360,ft05.txt,34,False,discrete,12,12,0,5,25,0.0,5,2.56,False,7,5.670817701539784e-09,23.0,,,,,,,,,,,,,,
361,ft06.txt,79,False,discrete,22,22,0,6,36,0.0,10,5.472222222222222,False,7,5.236805449317071e-19,57.0,,,,,,,,,,,,,,
362,,3,False,pyqubo,1000,2,0,3,3,,3,2.0,True,0,2.125,3.0,1.0406758220822978,majority_vote,118040.0,20.0,77.5,133107.96,2267.04,15067.96,20.54,3874.0,3874.0,True,3.0,0.0
363,,3,False,pyqubo,1000,1,0,3,3,,3,2.0,True,0,2.125,3.0,1.0406758220822978,majority_vote,119160.0,20.0,78.62,134227.96,7015.04,15067.96,20.54,1047.0,1047.0,True,3.0,14.0
364,,3,False,pyqubo,1000,0,0,3,3,,3,2.0,True,0,2.125,,1.0406758220822978,majority_vote,85400.0,20.0,44.86,100468.36,14772.64,15068.36,20.54,1677.0,1677.0,True,3.0,21.0
365,,3,False,pyqubo,1000,1,0,3,3,,3,2.0,True,0,2.125,3.0,1.0406758220822978,majority_vote,101960.0,20.0,61.42,110407.4,10451.6,8447.4,20.54,772.0,772.0,True,3.0,1.0
366,,3,False,pyqubo,1000,1,0,3,3,,3,2.0,True,0,2.125,3.0,1.0406758220822978,majority_vote,95020.0,20.0,54.48,110087.96,4859.04,15067.96,20.54,908.0,908.0,True,3.0,18.0
367,,3,False,pyqubo,1000,0,0,3,3,,3,2.0,True,0,2.125,,1.0406758220822978,majority_vote,102440.0,20.0,61.9,110887.4,14610.6,8447.4,20.54,956.0,956.0,True,3.0,20.0
368,,3,False,pyqubo,1000,0,0,3,3,,3,2.0,True,0,2.125,,1.0406758220822978,majority_vote,122120.0,20.0,81.58,130567.0,15266.0,8447.0,20.54,1220.0,1220.0,True,3.0,4.0
369,,3,False,pyqubo,1000,1,0,3,3,,3,2.0,True,0,2.125,3.0,1.0406758220822978,majority_vote,101240.0,20.0,60.7,109687.4,15408.6,8447.4,20.54,305.0,305.0,True,3.0,9.0
370,,3,False,pyqubo,1000,0,0,3,3,,3,2.0,True,0,2.125,,1.0406758220822978,majority_vote,88520.0,20.0,47.98,103587.96,17001.04,15067.96,20.54,928.0,928.0,True,3.0,13.0
371,,3,False,pyqubo,1000,0,0,3,3,,3,2.0,True,0,2.125,,1.0406758220822978,majority_vote,92120.0,20.0,51.58,107187.96,5567.04,15067.96,20.54,762.0,762.0,True,3.0,7.0
372,,3,False,pyqubo,1000,0,0,3,3,,3,2.0,True,0,2.125,,1.0406758220822978,majority_vote,103020.0,20.0,62.48,111467.8,9887.2,8447.8,20.54,1389.0,1389.0,True,3.0,19.0
373,,3,False,pyqubo,1000,0,0,3,3,,3,2.0,True,0,2.125,,1.0406758220822978,majority_vote,123080.0,20.0,82.54,131527.4,13694.6,8447.4,20.54,1765.0,1765.0,True,3.0,8.0
374,,3,False,pyqubo,1000,1,0,3,3,,3,2.0,True,0,2.125,3.0,1.0406758220822978,majority_vote,110360.0,20.0,69.82,125427.96,1633.04,15067.96,20.54,909.0,909.0,True,3.0,10.0
375,,3,False,pyqubo,1000,0,0,3,3,,3,2.0,True,0,2.125,,1.0406758220822978,majority_vote,103960.0,20.0,63.42,112407.4,10147.6,8447.4,20.54,7803.0,7803.0,True,3.0,11.0
376,,3,False,pyqubo,1000,2,0,3,3,,3,2.0,True,0,2.125,3.0,1.0406758220822978,majority_vote,119240.0,20.0,78.7,127687.4,15264.6,8447.4,20.54,811.0,811.0,True,3.0,3.0
377,,3,False,pyqubo,1000,1,0,3,3,,3,2.0,True,0,2.125,3.0,1.0406758220822978,majority_vote,92840.0,20.0,52.3,101287.4,10273.6,8447.4,20.54,973.0,973.0,True,3.0,6.0
378,,3,False,pyqubo,1000,0,0,3,3,,3,2.0,True,0,2.125,,1.0406758220822978,majority_vote,109160.0,20.0,68.62,117607.4,20336.6,8447.4,20.54,1089.0,1089.0,True,3.0,16.0
379,,3,False,pyqubo,1000,0,0,3,3,,3,2.0,True,0,2.125,,1.0406758220822978,majority_vote,108440.0,20.0,67.9,116887.4,9982.6,8447.4,20.54,3195.0,3195.0,True,3.0,2.0
380,,3,False,pyqubo,1000,0,0,3,3,,3,2.0,True,0,2.125,,1.0406758220822978,majority_vote,127640.0,20.0,87.1,142707.96,3000.04,15067.96,20.54,563.0,563.0,True,3.0,15.0
381,,3,False,pyqubo,1000,1,0,3,3,,3,2.0,True,0,2.125,3.0,1.0406758220822978,majority_vote,83240.0,20.0,42.7,91687.4,27914.6,8447.4,20.54,4047.0,4047.0,True,3.0,17.0
382,,3,False,pyqubo,1000,1,0,3,3,,3,2.0,True,0,2.125,3.0,1.0406758220822978,majority_vote,107880.0,20.0,67.34,122947.96,2747.04,15067.96,20.54,927.0,927.0,True,3.0,12.0
383,,3,False,pyqubo,1000,1,0,3,3,,3,2.0,True,0,2.125,3.0,1.0406758220822978,majority_vote,83240.0,20.0,42.7,98307.96,1836.04,15067.96,20.54,1643.0,1643.0,True,3.0,5.0
384,,2,False,pyqubo,1000,0,0,2,3,,2,1.3333333333333333,True,0,3.0,,1.0,majority_vote,70780.0,20.0,30.24,85847.96,1581.04,15067.96,20.54,677.0,677.0,True,3.0,7.0
385,,2,False,pyqubo,1000,0,0,2,3,,2,1.3333333333333333,True,0,3.0,,1.0,majority_vote,72780.0,20.0,32.24,87847.96,5095.04,15067.96,20.54,671.0,671.0,True,3.0,6.0
386,,2,False,pyqubo,1000,0,0,2,3,,2,1.3333333333333333,True,0,3.0,,1.0,majority_vote,95420.0,20.0,54.88,110487.96,4635.04,15067.96,20.54,3101.0,3101.0,True,3.0,12.0
387,,2,False,pyqubo,1000,0,0,2,3,,2,1.3333333333333333,True,0,3.0,,1.0,majority_vote,84540.0,20.0,44.0,92987.4,8533.6,8447.4,20.54,807.0,807.0,True,3.0,21.0
388,,2,False,pyqubo,1000,0,0,2,3,,2,1.3333333333333333,True,0,3.0,,1.0,majority_vote,66220.0,20.0,25.68,81287.96,5408.04,15067.96,20.54,705.0,705.0,True,3.0,3.0
389,,2,False,pyqubo,1000,0,0,2,3,,2,1.3333333333333333,True,0,3.0,,1.0,majority_vote,78260.0,20.0,37.72,93327.96,4527.04,15067.96,20.54,921.0,921.0,True,3.0,2.0
390,,2,False,pyqubo,1000,0,0,2,3,,2,1.3333333333333333,True,0,3.0,,1.0,majority_vote,96780.0,20.0,56.24,111847.96,6593.04,15067.96,20.54,2102.0,2102.0,True,3.0,18.0
391,,2,False,pyqubo,1000,0,0,2,3,,2,1.3333333333333333,True,0,3.0,,1.0,majority_vote,81500.0,20.0,40.96,89947.4,7941.6,8447.4,20.54,1140.0,1140.0,True,3.0,0.0
392,,2,False,pyqubo,1000,0,0,2,3,,2,1.3333333333333333,True,0,3.0,,1.0,majority_vote,72100.0,20.0,31.56,80547.4,8157.6,8447.4,20.54,8524.0,8524.0,True,3.0,10.0
393,,2,False,pyqubo,1000,0,0,2,3,,2,1.3333333333333333,True,0,3.0,,1.0,majority_vote,87900.0,20.0,47.36,102968.36,5246.64,15068.36,20.54,1815.0,1815.0,True,3.0,9.0
394,,2,False,pyqubo,1000,0,0,2,3,,2,1.3333333333333333,True,0,3.0,,1.0,majority_vote,72780.0,20.0,32.24,81227.4,8191.6,8447.4,20.54,4172.0,4172.0,True,3.0,13.0
395,,2,False,pyqubo,1000,0,0,2,3,,2,1.3333333333333333,True,0,3.0,,1.0,majority_vote,76300.0,20.0,35.76,91367.96,2446.04,15067.96,20.54,764.0,764.0,True,3.0,4.0
396,,2,False,pyqubo,1000,0,0,2,3,,2,1.3333333333333333,True,0,3.0,,1.0,majority_vote,77260.0,20.0,36.72,85707.4,14914.6,8447.4,20.54,737.0,737.0,True,3.0,19.0
397,,2,False,pyqubo,1000,0,0,2,3,,2,1.3333333333333333,True,0,3.0,,1.0,majority_vote,83100.0,20.0,42.56,91547.4,14549.6,8447.4,20.54,241.0,241.0,True,3.0,8.0
398,,2,False,pyqubo,1000,0,0,2,3,,2,1.3333333333333333,True,0,3.0,,1.0,majority_vote,78620.0,20.0,38.08,93687.96,4833.04,15067.96,20.54,3960.0,3960.0,True,3.0,14.0
399,,2,False,pyqubo,1000,0,0,2,3,,2,1.3333333333333333,True,0,3.0,,1.0,majority_vote,84140.0,20.0,43.6,99207.96,5847.04,15067.96,20.54,3738.0,3738.0,True,3.0,16.0
400,,2,False,pyqubo,1000,0,0,2,3,,2,1.3333333333333333,True,0,3.0,,1.0,majority_vote,80780.0,20.0,40.24,95847.96,8613.04,15067.96,20.54,346.0,346.0,True,3.0,1.0
401,,2,False,pyqubo,1000,0,0,2,3,,2,1.3333333333333333,True,0,3.0,,1.0,majority_vote,81260.0,20.0,40.72,96327.96,8438.04,15067.96,20.54,3769.0,3769.0,True,3.0,17.0
402,,2,False,pyqubo,1000,0,0,2,3,,2,1.3333333333333333,True,0,3.0,,1.0,majority_vote,77620.0,20.0,37.08,86067.4,31099.6,8447.4,20.54,1502.0,1502.0,True,3.0,5.0
403,,2,False,pyqubo,1000,0,0,2,3,,2,1.3333333333333333,True,0,3.0,,1.0,majority_vote,75380.0,20.0,34.84,83827.4,15416.6,8447.4,20.54,843.0,843.0,True,3.0,15.0
404,,2,False,pyqubo,1000,0,0,2,3,,2,1.3333333333333333,True,0,3.0,,1.0,majority_vote,79580.0,20.0,39.04,88027.4,11216.6,8447.4,20.54,2316.0,2316.0,True,3.0,20.0
405,,2,False,pyqubo,1000,0,0,2,3,,2,1.3333333333333333,True,0,3.0,,1.0,majority_vote,70940.0,20.0,30.4,86007.96,8106.04,15067.96,20.54,2134.0,2134.0,True,3.0,11.0
